Name,Roll_No,Batch,Semester,MATH101,PHY101,CHEM101,ENG101,CS101,MATH102,PHY102,EE101,ME101,CS102,MATH201,CS201,CS202,CS203,CS204,MATH202,CS205,CS206,CS207,CS208,MGT101,CS301,CS302,CS303,CS304,CS305,CS306,CS307,CS308,CS309,CS310,CS401,CS402,CS403,CS404,CS405,CS406,CS407,CS408,MGT201
Saanvi Sinha,2021023,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.11,69.97,71.57,50.8,79.94,,,,
Saanvi Sinha,2021023,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.18,46.23,96.08,73.8
Karan Singh,2021024,2021-25,1,76.22,92.75,76.09,80.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Singh,2021024,2021-25,2,,,,,,69.31,75.84,72.1,68.64,70.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Singh,2021024,2021-25,3,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Singh,2021024,2021-25,4,,,,,,,,,,,,,,,,68.15,95.92,68.12,82.61,72.04,78.94,,,,,,,,,,,,,,,,,,,
Karan Singh,2021024,2021-25,5,,,,,,,,,,,,,,,,,,,,,,78.15,79.15,91.07,79.47,72.49,,,,,,,,,,,,,,
Karan Singh,2021024,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,96.36,72.19,90.44,91.47,81.49,,,,,,,,,
Karan Singh,2021024,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14,91.89,88.9,90.79,79.67,,,,
Karan Singh,2021024,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.34,39.93,38.49,26.87
Arnav Mehta,2021025,2021-25,1,47.18,76.84,70.51,53.53,82.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnav Mehta,2021025,2021-25,2,,,,,,81.48,59.73,100.0,70.83,68.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnav Mehta,2021025,2021-25,3,,,,,,,,,,,100.0,99.18,90.98,91.29,93.87,,,,,,,,,,,,,,,,,,,,,,,,,
Arnav Mehta,2021025,2021-25,4,,,,,,,,,,,,,,,,84.2,82.43,80.76,73.84,78.58,64.45,,,,,,,,,,,,,,,,,,,
Arnav Mehta,2021025,2021-25,5,,,,,,,,,,,,,,,,,,,,,,58.64,57.49,70.32,82.44,77.71,,,,,,,,,,,,,,
Arnav Mehta,2021025,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,36.55,55.85,36.62,44.2,51.94,,,,,,,,,
Arnav Mehta,2021025,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.53,42.13,49.46,58.67,39.54,,,,
Arnav Mehta,2021025,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.41,82.13,78.85,90.25
Ayaan Agarwal,2021026,2021-25,1,67.58,73.1,77.31,72.37,72.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Agarwal,2021026,2021-25,2,,,,,,52.84,45.44,76.97,47.03,52.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Agarwal,2021026,2021-25,3,,,,,,,,,,,68.17,56.27,71.7,52.49,62.01,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Agarwal,2021026,2021-25,4,,,,,,,,,,,,,,,,78.92,45.59,60.57,63.81,61.61,55.62,,,,,,,,,,,,,,,,,,,
Ayaan Agarwal,2021026,2021-25,5,,,,,,,,,,,,,,,,,,,,,,68.49,66.58,77.69,90.16,62.48,,,,,,,,,,,,,,
Ayaan Agarwal,2021026,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57,75.25,41.42,65.84,66.23,,,,,,,,,
Ayaan Agarwal,2021026,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39,77.98,57.9,59.66,55.88,,,,
Ayaan Agarwal,2021026,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.29,42.54,55.12,47.08
Rahul Roy,2021027,2021-25,1,57.95,76.82,81.84,53.57,77.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Roy,2021027,2021-25,2,,,,,,76.32,100.0,92.61,81.36,87.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Roy,2021027,2021-25,3,,,,,,,,,,,79.13,83.76,69.17,80.07,64.24,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Roy,2021027,2021-25,4,,,,,,,,,,,,,,,,59.29,60.98,80.69,79.24,74.42,57.41,,,,,,,,,,,,,,,,,,,
Rahul Roy,2021027,2021-25,5,,,,,,,,,,,,,,,,,,,,,,77.38,66.67,88.45,69.19,67.17,,,,,,,,,,,,,,
Rahul Roy,2021027,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,63.84,72.44,74.93,57.5,,,,,,,,,
Rahul Roy,2021027,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.67,55.11,39.0,28.5,53.92,,,,
Rahul Roy,2021027,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0
Sara Mishra,2021028,2021-25,1,80.88,86.46,87.0,77.11,93.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Mishra,2021028,2021-25,2,,,,,,59.82,72.74,58.39,67.66,67.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Mishra,2021028,2021-25,3,,,,,,,,,,,91.04,86.04,94.47,100.0,91.87,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Mishra,2021028,2021-25,4,,,,,,,,,,,,,,,,57.04,59.5,67.1,64.06,68.29,70.72,,,,,,,,,,,,,,,,,,,
Sara Mishra,2021028,2021-25,5,,,,,,,,,,,,,,,,,,,,,,77.24,82.81,78.59,58.19,68.55,,,,,,,,,,,,,,
Sara Mishra,2021028,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,55.74,73.84,83.15,80.03,65.7,,,,,,,,,
Sara Mishra,2021028,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.85,88.99,86.23,89.34,88.48,,,,
Sara Mishra,2021028,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.16,72.59,76.93,84.46
Aditya Jain,2021029,2021-25,1,69.39,58.7,93.59,70.57,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Jain,2021029,2021-25,2,,,,,,34.43,57.86,60.04,46.68,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Jain,2021029,2021-25,3,,,,,,,,,,,65.72,47.02,63.64,61.65,67.6,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Jain,2021029,2021-25,4,,,,,,,,,,,,,,,,62.06,83.76,70.21,71.52,62.46,67.36,,,,,,,,,,,,,,,,,,,
Aditya Jain,2021029,2021-25,5,,,,,,,,,,,,,,,,,,,,,,55.0,73.85,43.01,40.59,71.44,,,,,,,,,,,,,,
Aditya Jain,2021029,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,60.17,77.26,60.8,85.12,73.64,,,,,,,,,
Aditya Jain,2021029,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.25,56.62,70.1,65.67,75.7,,,,
Aditya Jain,2021029,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.74,85.89,98.02,86.65
Rajesh Menon,2021030,2021-25,1,100.0,96.55,100.0,86.73,90.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Menon,2021030,2021-25,2,,,,,,81.44,77.54,93.37,99.86,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Menon,2021030,2021-25,3,,,,,,,,,,,77.37,70.72,99.95,81.71,82.43,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Menon,2021030,2021-25,4,,,,,,,,,,,,,,,,95.49,94.48,100.0,83.49,99.2,90.49,,,,,,,,,,,,,,,,,,,
Rajesh Menon,2021030,2021-25,5,,,,,,,,,,,,,,,,,,,,,,89.31,79.11,79.41,84.75,70.38,,,,,,,,,,,,,,
Rajesh Menon,2021030,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,46.96,37.75,77.97,46.38,55.2,,,,,,,,,
Rajesh Menon,2021030,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92,74.01,74.45,60.02,64.18,,,,
Rajesh Menon,2021030,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75,90.31,79.15,81.59
Krishna Chauhan,2021031,2021-25,1,91.68,81.75,66.97,83.94,73.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Chauhan,2021031,2021-25,2,,,,,,67.93,74.45,62.28,65.16,79.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Chauhan,2021031,2021-25,3,,,,,,,,,,,99.63,79.27,56.0,81.14,77.42,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Chauhan,2021031,2021-25,4,,,,,,,,,,,,,,,,96.08,87.96,77.1,87.26,80.84,83.54,,,,,,,,,,,,,,,,,,,
Krishna Chauhan,2021031,2021-25,5,,,,,,,,,,,,,,,,,,,,,,95.53,82.78,66.87,83.27,90.79,,,,,,,,,,,,,,
Krishna Chauhan,2021031,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,59.51,61.0,53.0,67.34,59.64,,,,,,,,,
Krishna Chauhan,2021031,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.42,71.92,83.52,72.56,93.56,,,,
Krishna Chauhan,2021031,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.25,73.33,49.82,46.4
Priya Kumar,2021032,2021-25,1,59.74,41.6,72.7,41.47,48.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Kumar,2021032,2021-25,2,,,,,,100.0,100.0,100.0,100.0,99.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Kumar,2021032,2021-25,3,,,,,,,,,,,76.16,73.49,81.64,79.97,77.14,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Kumar,2021032,2021-25,4,,,,,,,,,,,,,,,,90.0,81.33,95.22,69.03,78.51,73.28,,,,,,,,,,,,,,,,,,,
Priya Kumar,2021032,2021-25,5,,,,,,,,,,,,,,,,,,,,,,41.18,40.78,57.14,48.31,31.76,,,,,,,,,,,,,,
Priya Kumar,2021032,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,95.55,88.22,94.09,,,,,,,,,
Priya Kumar,2021032,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,81.44,75.14,87.74,,,,
Priya Kumar,2021032,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.71,42.0,38.81,27.53
Aryan Desai,2021033,2021-25,1,72.38,66.0,48.98,77.43,95.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Desai,2021033,2021-25,2,,,,,,90.35,88.9,99.61,84.94,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Desai,2021033,2021-25,3,,,,,,,,,,,93.76,80.49,79.45,72.71,73.22,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Desai,2021033,2021-25,4,,,,,,,,,,,,,,,,70.28,75.74,58.57,81.53,63.89,66.39,,,,,,,,,,,,,,,,,,,
Aryan Desai,2021033,2021-25,5,,,,,,,,,,,,,,,,,,,,,,34.55,67.63,66.16,55.98,59.46,,,,,,,,,,,,,,
Aryan Desai,2021033,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,62.11,72.45,85.68,65.2,80.67,,,,,,,,,
Aryan Desai,2021033,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.32,49.29,33.5,61.3,42.31,,,,
Aryan Desai,2021033,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85,69.33,47.69,58.46
Aditi Roy,2021034,2021-25,1,83.36,78.2,72.76,68.16,77.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Roy,2021034,2021-25,2,,,,,,24.7,58.28,62.96,30.29,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Roy,2021034,2021-25,3,,,,,,,,,,,99.86,79.5,72.01,77.46,93.04,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Roy,2021034,2021-25,4,,,,,,,,,,,,,,,,52.32,55.48,50.78,61.54,76.56,63.54,,,,,,,,,,,,,,,,,,,
Aditi Roy,2021034,2021-25,5,,,,,,,,,,,,,,,,,,,,,,63.3,50.58,75.05,65.44,64.41,,,,,,,,,,,,,,
Aditi Roy,2021034,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,,,,
Aditi Roy,2021034,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.62,41.74,67.16,59.23,43.95,,,,
Aditi Roy,2021034,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.89,97.74,94.06,80.75
Amit Das,2021035,2021-25,1,70.65,57.0,56.31,50.8,64.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Das,2021035,2021-25,2,,,,,,90.26,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Das,2021035,2021-25,3,,,,,,,,,,,58.35,52.19,63.92,65.94,79.96,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Das,2021035,2021-25,4,,,,,,,,,,,,,,,,81.95,80.64,75.16,82.08,75.74,80.38,,,,,,,,,,,,,,,,,,,
Amit Das,2021035,2021-25,5,,,,,,,,,,,,,,,,,,,,,,79.7,100.0,100.0,88.58,68.55,,,,,,,,,,,,,,
Amit Das,2021035,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,73.85,60.65,50.89,55.83,69.29,,,,,,,,,
Amit Das,2021035,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81,74.53,74.28,68.98,94.35,,,,
Amit Das,2021035,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.34,80.38,75.15,60.85
Aadhya Chatterjee,2021036,2021-25,1,75.81,67.02,79.3,64.27,87.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aadhya Chatterjee,2021036,2021-25,2,,,,,,65.04,65.86,60.44,68.9,58.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aadhya Chatterjee,2021036,2021-25,3,,,,,,,,,,,69.61,84.33,100.0,73.07,76.29,,,,,,,,,,,,,,,,,,,,,,,,,
Aadhya Chatterjee,2021036,2021-25,4,,,,,,,,,,,,,,,,79.5,81.21,82.6,84.06,88.81,81.81,,,,,,,,,,,,,,,,,,,
Aadhya Chatterjee,2021036,2021-25,5,,,,,,,,,,,,,,,,,,,,,,73.11,85.38,65.05,56.64,77.45,,,,,,,,,,,,,,
Aadhya Chatterjee,2021036,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47,76.67,62.84,67.29,71.51,,,,,,,,,
Aadhya Chatterjee,2021036,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.95,68.5,77.99,70.26,80.25,,,,
Aadhya Chatterjee,2021036,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.88,90.09,73.87,87.31
Sai Verma,2021037,2021-25,1,93.89,73.27,72.02,75.32,72.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Verma,2021037,2021-25,2,,,,,,65.84,71.46,71.32,91.5,99.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Verma,2021037,2021-25,3,,,,,,,,,,,66.75,69.13,80.05,59.16,70.82,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Verma,2021037,2021-25,4,,,,,,,,,,,,,,,,89.64,86.52,94.64,57.6,91.41,78.09,,,,,,,,,,,,,,,,,,,
Sai Verma,2021037,2021-25,5,,,,,,,,,,,,,,,,,,,,,,47.65,56.28,41.17,52.07,58.66,,,,,,,,,,,,,,
Sai Verma,2021037,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.14,90.48,73.7,87.26,,,,,,,,,
Sai Verma,2021037,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.06,55.59,58.58,62.87,57.79,,,,
Sai Verma,2021037,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,97.37,88.0,82.23
Gargi Iyer,2021038,2021-25,1,60.45,56.53,53.9,46.76,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gargi Iyer,2021038,2021-25,2,,,,,,55.03,48.25,32.85,44.34,39.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gargi Iyer,2021038,2021-25,3,,,,,,,,,,,88.19,56.04,75.94,73.19,81.5,,,,,,,,,,,,,,,,,,,,,,,,,
Gargi Iyer,2021038,2021-25,4,,,,,,,,,,,,,,,,65.68,70.01,65.24,83.96,73.41,92.21,,,,,,,,,,,,,,,,,,,
Gargi Iyer,2021038,2021-25,5,,,,,,,,,,,,,,,,,,,,,,62.01,53.95,51.06,53.25,71.76,,,,,,,,,,,,,,
Gargi Iyer,2021038,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82,86.58,72.8,79.1,93.75,,,,,,,,,
Gargi Iyer,2021038,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.77,74.54,61.93,76.26,81.34,,,,
Gargi Iyer,2021038,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.88,55.96,52.94,48.69
Pranav Desai,2021039,2021-25,1,76.95,61.63,86.64,71.54,72.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav Desai,2021039,2021-25,2,,,,,,82.96,90.15,83.49,74.5,84.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav Desai,2021039,2021-25,3,,,,,,,,,,,53.93,52.51,50.76,51.56,34.03,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav Desai,2021039,2021-25,4,,,,,,,,,,,,,,,,62.7,63.37,51.49,74.43,53.11,71.46,,,,,,,,,,,,,,,,,,,
Pranav Desai,2021039,2021-25,5,,,,,,,,,,,,,,,,,,,,,,69.95,94.16,64.47,85.6,86.41,,,,,,,,,,,,,,
Pranav Desai,2021039,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,73.87,57.44,62.83,62.54,58.6,,,,,,,,,
Pranav Desai,2021039,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,64.68,95.21,65.54,92.49,,,,
Pranav Desai,2021039,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.99,82.79,75.84,84.75
Arnav Pandey,2021040,2021-25,1,73.18,78.48,79.34,59.76,63.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnav Pandey,2021040,2021-25,2,,,,,,36.69,54.4,60.9,32.4,38.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnav Pandey,2021040,2021-25,3,,,,,,,,,,,72.41,61.51,73.84,64.87,69.46,,,,,,,,,,,,,,,,,,,,,,,,,
Arnav Pandey,2021040,2021-25,4,,,,,,,,,,,,,,,,78.26,73.83,77.1,77.31,74.49,75.61,,,,,,,,,,,,,,,,,,,
Arnav Pandey,2021040,2021-25,5,,,,,,,,,,,,,,,,,,,,,,99.59,91.02,100.0,90.64,100.0,,,,,,,,,,,,,,
Arnav Pandey,2021040,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,74.47,80.02,59.84,64.28,63.61,,,,,,,,,
Arnav Pandey,2021040,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47,94.46,78.52,77.15,54.13,,,,
Arnav Pandey,2021040,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.98,55.65,60.18,57.14
Pari Pandey,2021041,2021-25,1,47.79,29.58,42.7,61.05,31.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pari Pandey,2021041,2021-25,2,,,,,,29.19,43.06,51.63,19.75,37.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pari Pandey,2021041,2021-25,3,,,,,,,,,,,61.96,89.46,47.99,65.56,67.7,,,,,,,,,,,,,,,,,,,,,,,,,
Pari Pandey,2021041,2021-25,4,,,,,,,,,,,,,,,,87.27,89.37,82.37,88.98,82.85,92.5,,,,,,,,,,,,,,,,,,,
Pari Pandey,2021041,2021-25,5,,,,,,,,,,,,,,,,,,,,,,68.23,64.16,75.72,63.94,46.73,,,,,,,,,,,,,,
Pari Pandey,2021041,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,79.87,82.39,82.97,100.0,67.57,,,,,,,,,
Pari Pandey,2021041,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,
Pari Pandey,2021041,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.23,80.57,77.7,78.17
Ayaan Mehta,2021042,2021-25,1,78.41,73.01,37.67,73.64,69.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Mehta,2021042,2021-25,2,,,,,,65.83,80.96,79.19,61.99,73.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Mehta,2021042,2021-25,3,,,,,,,,,,,41.63,49.16,64.05,64.96,60.56,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Mehta,2021042,2021-25,4,,,,,,,,,,,,,,,,86.04,74.46,85.2,88.88,88.42,92.77,,,,,,,,,,,,,,,,,,,
Ayaan Mehta,2021042,2021-25,5,,,,,,,,,,,,,,,,,,,,,,84.14,91.33,80.36,71.81,78.99,,,,,,,,,,,,,,
Ayaan Mehta,2021042,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,52.07,57.38,50.9,55.75,39.89,,,,,,,,,
Ayaan Mehta,2021042,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.21,65.03,79.79,82.58,57.12,,,,
Ayaan Mehta,2021042,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.87,49.16,66.85,56.62
Myra Kulkarni,2021043,2021-25,1,45.99,72.39,53.64,66.63,68.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Kulkarni,2021043,2021-25,2,,,,,,77.32,60.21,92.25,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Kulkarni,2021043,2021-25,3,,,,,,,,,,,68.23,81.22,63.41,77.91,78.2,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Kulkarni,2021043,2021-25,4,,,,,,,,,,,,,,,,100.0,89.83,80.81,85.65,68.21,78.96,,,,,,,,,,,,,,,,,,,
Myra Kulkarni,2021043,2021-25,5,,,,,,,,,,,,,,,,,,,,,,58.62,65.38,55.64,75.07,63.86,,,,,,,,,,,,,,
Myra Kulkarni,2021043,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,66.58,71.41,78.11,61.19,63.28,,,,,,,,,
Myra Kulkarni,2021043,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99,57.25,60.68,74.19,68.07,,,,
Myra Kulkarni,2021043,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.41,71.53,76.81,71.87
Aditi Tiwari,2021044,2021-25,1,68.15,49.59,72.64,88.21,83.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Tiwari,2021044,2021-25,2,,,,,,96.84,85.37,86.45,78.3,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Tiwari,2021044,2021-25,3,,,,,,,,,,,91.28,77.84,74.73,79.24,85.25,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Tiwari,2021044,2021-25,4,,,,,,,,,,,,,,,,25.38,42.84,36.14,43.26,46.86,43.81,,,,,,,,,,,,,,,,,,,
Aditi Tiwari,2021044,2021-25,5,,,,,,,,,,,,,,,,,,,,,,95.05,94.79,98.01,80.4,100.0,,,,,,,,,,,,,,
Aditi Tiwari,2021044,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,75.57,58.14,53.33,77.04,72.63,,,,,,,,,
Aditi Tiwari,2021044,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77,67.72,44.58,72.9,47.46,,,,
Aditi Tiwari,2021044,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.29,85.61,74.13,77.95
Amit Reddy,2021045,2021-25,1,60.59,78.02,65.48,68.33,60.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Reddy,2021045,2021-25,2,,,,,,29.65,55.69,39.41,31.37,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Reddy,2021045,2021-25,3,,,,,,,,,,,75.81,58.53,81.48,77.49,77.52,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Reddy,2021045,2021-25,4,,,,,,,,,,,,,,,,76.77,83.31,82.5,73.04,70.84,77.6,,,,,,,,,,,,,,,,,,,
Amit Reddy,2021045,2021-25,5,,,,,,,,,,,,,,,,,,,,,,80.84,78.56,94.88,93.74,94.97,,,,,,,,,,,,,,
Amit Reddy,2021045,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43,88.56,57.65,65.37,72.63,,,,,,,,,
Amit Reddy,2021045,2021-25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.59,61.97,45.56,47.66,32.75,,,,
Amit Reddy,2021045,2021-25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,57.58,73.57,66.33
Amit Agarwal,2021046,2021-25,1,55.79,58.31,64.73,69.13,43.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Agarwal,2021046,2021-25,2,,,,,,45.26,55.5,62.5,67.71,57.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Agarwal,2021046,2021-25,3,,,,,,,,,,,66.72,56.85,86.1,49.13,67.05,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Agarwal,2021046,2021-25,4,,,,,,,,,,,,,,,,100.0,98.45,96.78,98.55,100.0,78.24,,,,,,,,,,,,,,,,,,,
Amit Agarwal,2021046,2021-25,5,,,,,,,,,,,,,,,,,,,,,,78.76,90.33,88.71,98.89,77.02,,,,,,,,,,,,,,
Amit Agarwal,2021046,2021-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,97.18,63.3,78.83,70.31,81.19,,,,,,,,,
